x,y,avg_height
954250.0,1956750.0,
954250.0,1957250.0,
954250.0,1957750.0,
954250.0,1958250.0,
954250.0,1958750.0,
954250.0,1959250.0,
954250.0,1959750.0,
954250.0,1960250.0,
954250.0,1960750.0,
954250.0,1961250.0,11.59
954250.0,1961750.0,11.59
954250.0,1962250.0,11.59
954250.0,1962750.0,
954250.0,1963250.0,
954250.0,1963750.0,
954250.0,1964250.0,
954250.0,1964750.0,
954250.0,1965250.0,
954750.0,1956750.0,
954750.0,1957250.0,
954750.0,1957750.0,
954750.0,1958250.0,
954750.0,1958750.0,
954750.0,1959250.0,
954750.0,1959750.0,
954750.0,1960250.0,
954750.0,1960750.0,
954750.0,1961250.0,11.59
954750.0,1961750.0,9.245000000000001
954750.0,1962250.0,9.245000000000001
954750.0,1962750.0,6.9
954750.0,1963250.0,
954750.0,1963750.0,
954750.0,1964250.0,
954750.0,1964750.0,
954750.0,1965250.0,
955250.0,1956750.0,
955250.0,1957250.0,
955250.0,1957750.0,
955250.0,1958250.0,5.4
955250.0,1958750.0,5.4
955250.0,1959250.0,5.4
955250.0,1959750.0,
955250.0,1960250.0,5.6
955250.0,1960750.0,5.6
955250.0,1961250.0,8.463333333333333
955250.0,1961750.0,8.896666666666667
955250.0,1962250.0,8.896666666666667
955250.0,1962750.0,6.9
955250.0,1963250.0,8.54
955250.0,1963750.0,8.54
955250.0,1964250.0,8.54
955250.0,1964750.0,
955250.0,1965250.0,
955750.0,1956750.0,
955750.0,1957250.0,
955750.0,1957750.0,
955750.0,1958250.0,5.4
955750.0,1958750.0,5.4
955750.0,1959250.0,6.695
955750.0,1959750.0,8.18
955750.0,1960250.0,7.635
955750.0,1960750.0,9.0125
955750.0,1961250.0,8.969999999999999
955750.0,1961750.0,8.6075
955750.0,1962250.0,8.129999999999999
955750.0,1962750.0,8.106666666666667
955750.0,1963250.0,10.053333333333333
955750.0,1963750.0,9.285
955750.0,1964250.0,9.285
955750.0,1964750.0,
955750.0,1965250.0,
956250.0,1956750.0,
956250.0,1957250.0,22.88
956250.0,1957750.0,23.88
956250.0,1958250.0,15.87
956250.0,1958750.0,12.7425
956250.0,1959250.0,9.216
956250.0,1959750.0,9.846
956250.0,1960250.0,9.207142857142857
956250.0,1960750.0,9.764285714285714
956250.0,1961250.0,9.918571428571429
956250.0,1961750.0,10.165000000000001
956250.0,1962250.0,10.221666666666666
956250.0,1962750.0,9.904
956250.0,1963250.0,9.959999999999999
956250.0,1963750.0,8.8825
956250.0,1964250.0,9.13
956250.0,1964750.0,
956250.0,1965250.0,
956750.0,1956750.0,46.12
956750.0,1957250.0,32.90333333333333
956750.0,1957750.0,26.692
956750.0,1958250.0,18.066666666666666
956750.0,1958750.0,12.89
956750.0,1959250.0,10.538571428571428
956750.0,1959750.0,10.39
956750.0,1960250.0,10.51
956750.0,1960750.0,11.133333333333333
956750.0,1961250.0,11.7125
956750.0,1961750.0,11.145
956750.0,1962250.0,11.12125
956750.0,1962750.0,10.457142857142857
956750.0,1963250.0,10.598333333333334
956750.0,1963750.0,8.996666666666668
956750.0,1964250.0,9.425
956750.0,1964750.0,
956750.0,1965250.0,
957250.0,1956750.0,28.979999999999997
957250.0,1957250.0,25.066
957250.0,1957750.0,21.22375
957250.0,1958250.0,15.912222222222223
957250.0,1958750.0,12.225555555555555
957250.0,1959250.0,11.364444444444445
957250.0,1959750.0,11.567777777777778
957250.0,1960250.0,11.81111111111111
957250.0,1960750.0,11.768888888888888
957250.0,1961250.0,12.0775
957250.0,1961750.0,11.838571428571429
957250.0,1962250.0,11.924999999999999
957250.0,1962750.0,11.156
957250.0,1963250.0,10.4925
957250.0,1963750.0,8.48
957250.0,1964250.0,8.82
957250.0,1964750.0,
957250.0,1965250.0,
957750.0,1956750.0,22.77333333333333
957750.0,1957250.0,20.415
957750.0,1957750.0,17.083333333333332
957750.0,1958250.0,13.123333333333333
957750.0,1958750.0,11.024444444444445
957750.0,1959250.0,11.642222222222223
957750.0,1959750.0,11.792222222222222
957750.0,1960250.0,11.826666666666666
957750.0,1960750.0,11.945
957750.0,1961250.0,12.281666666666666
957750.0,1961750.0,12.3525
957750.0,1962250.0,11.946666666666667
957750.0,1962750.0,11.84
957750.0,1963250.0,12.37
957750.0,1963750.0,
957750.0,1964250.0,
957750.0,1964750.0,
957750.0,1965250.0,
958250.0,1956750.0,10.9125
958250.0,1957250.0,11.441428571428572
958250.0,1957750.0,11.128888888888888
958250.0,1958250.0,10.982222222222223
958250.0,1958750.0,10.782222222222222
958250.0,1959250.0,11.30888888888889
958250.0,1959750.0,11.493333333333332
958250.0,1960250.0,11.4225
958250.0,1960750.0,11.375
958250.0,1961250.0,11.873333333333333
958250.0,1961750.0,13.04
958250.0,1962250.0,
958250.0,1962750.0,
958250.0,1963250.0,
958250.0,1963750.0,
958250.0,1964250.0,
958250.0,1964750.0,
958250.0,1965250.0,
958750.0,1956750.0,13.407499999999999
958750.0,1957250.0,15.114285714285714
958750.0,1957750.0,15.866666666666667
958750.0,1958250.0,14.992222222222223
958750.0,1958750.0,13.452222222222222
958750.0,1959250.0,11.642222222222223
958750.0,1959750.0,11.48
958750.0,1960250.0,10.691666666666668
958750.0,1960750.0,10.693333333333333
958750.0,1961250.0,10.62
958750.0,1961750.0,
958750.0,1962250.0,
958750.0,1962750.0,
958750.0,1963250.0,
958750.0,1963750.0,
958750.0,1964250.0,
958750.0,1964750.0,
958750.0,1965250.0,
959250.0,1956750.0,14.423333333333332
959250.0,1957250.0,14.96
959250.0,1957750.0,16.142500000000002
959250.0,1958250.0,15.04888888888889
959250.0,1958750.0,14.475
959250.0,1959250.0,12.145714285714286
959250.0,1959750.0,11.389999999999999
959250.0,1960250.0,10.033333333333333
959250.0,1960750.0,10.14
959250.0,1961250.0,
959250.0,1961750.0,
959250.0,1962250.0,
959250.0,1962750.0,
959250.0,1963250.0,
959250.0,1963750.0,
959250.0,1964250.0,
959250.0,1964750.0,
959250.0,1965250.0,
959750.0,1956750.0,21.82
959750.0,1957250.0,18.776666666666667
959750.0,1957750.0,19.406
959750.0,1958250.0,17.398333333333333
959750.0,1958750.0,17.242
959750.0,1959250.0,13.7325
959750.0,1959750.0,12.875
959750.0,1960250.0,9.42
959750.0,1960750.0,
959750.0,1961250.0,
959750.0,1961750.0,
959750.0,1962250.0,
959750.0,1962750.0,
959750.0,1963250.0,
959750.0,1963750.0,
959750.0,1964250.0,
959750.0,1964750.0,
959750.0,1965250.0,
960250.0,1956750.0,
960250.0,1957250.0,4.0
960250.0,1957750.0,9.030000000000001
960250.0,1958250.0,11.163333333333334
960250.0,1958750.0,14.745000000000001
960250.0,1959250.0,15.43
960250.0,1959750.0,
960250.0,1960250.0,
960250.0,1960750.0,
960250.0,1961250.0,
960250.0,1961750.0,
960250.0,1962250.0,
960250.0,1962750.0,
960250.0,1963250.0,
960250.0,1963750.0,
960250.0,1964250.0,
960250.0,1964750.0,
960250.0,1965250.0,
